Filename,Transcription
conversation_1929.wav," Free message sorry, a service you ordered from 81,300 and 3 could not be delivered as you do not have sufficient credit.  Please top up to receive the service."
conversation_1944.wav, Hard Live 1201 Chat just 60p slash MI and choose your girl and connect live.  Call 0909-464-6899 now.  Chief Chat UK's biggest live service.  VUBC-M1896WC-1N3XX.
conversation_1948.wav," Wow. The boys are back. Take that 2007 UK tour. When VIP tickets and pre-book with VIP club.  Text club to 81,303. Trackmark LTD info at Vip Club for you."
conversation_1964.wav," Hi, this is Mandy Sullivan calling from Hot Mix FM.  You are chosen to receive 5,000 pounds in our Easter Prize draw, please telephone 0904-194-0223  to claim before 29-0303-0505 or your prize will be transferred to someone else."
conversation_1974.wav," Someone has co-nacted our dating service and entered your phone because they fancy you,  to find out who it is call from landline 091-103-0116.  Pobox 12N-146-TF-15."
conversation_198.wav," Please call our customer service representative on FreePhone 0808145-4742 between 9am to 11pm as you have 1 guaranteed 1,000 rupees cash or 5,000 pounds price."
conversation_2014.wav," Win, we have a winner.  Mr. T. Foley won an iPod.  More exciting prizes soon, so keep an eye on your mobile or visit www.win-82050.co.uk."
conversation_2028.wav," Today's Voting Numbers ending 1,225 are selected to receive a Pound 50 Award.  If you have a match, please call 0871-230-0220 quoting claim code 3,100 standard rates app."
conversation_2051.wav," hottest picks straight to your phone.  See me getting wet and wanting, just for UXX text picks to 89,555 now.  Text costs 150p text operator G696G18TripleX."
conversation_2068.wav," Free Nokia or Motorola with upto 12 MTHS1 slash 2 price line rental, 500 free  ex-netmins and 100 text slash MTH3B 2TH star.  Call Mobile Update on 080-195-0382 or call 2 upto out slash D3WV."
conversation_2073.wav," This is the second time we have tried 2 contact you you have won the 750 pound prize.  2 claim is easy, call 0871-872-6970 now.  Only 10 people M-I-N-B-T national rate."
conversation_2094.wav," You have won a guaranteed £1,000 cash or a £2,000 prize dot to claim your prize call our customer service representative on."
conversation_2095.wav, Would you like to see my triple X picks they are so hot they were nearly banned in the UK?
conversation_2099.wav, You have a secret admirer who is looking to make contact with you find out who they are  estrus reveal who thinks you are so special call on 0905-809-4594.
conversation_2106.wav," Dear 077-6XXXXU have been invited to SCAT.  This is our final attempt to contact you.  Text chat to 86,688-150-P-S-M-S-G-R-C-V-D-H-G-S-Sweet 342-S-2-Lan-S-R-O-S-W-1-J-6-H-L-L-D-N-18-Y-R-S."
conversation_2107.wav," Urgent. Please call 0906-174-381-1 from landline. Your ABTA complementary 4-Esterisk  Tenerif holiday or 5,000-pounds cash-await collection SAET and CS box 326CW-25WX150PPM."
conversation_2112.wav," Call 0909, 090, 040 and listen to extreme dirty live chat going on in the office right now total privacy no one knows you're sick listening 60 pman 24 slash 7mp 0870753331018 plus."
conversation_2114.wav," Free message hey you, I just got one of these video slash pickphones, reply while to this text  and it'll send you my picks, hurry up I'm so bored at work triple x, 18150p slash rcvd stop to stop."
conversation_2123.wav," Free entry into a weekly comp for a chance to win an iPod.  Textpot to 80,182 to get entry,  STD Textrate, TNC's apply 0845-281-0073 for details a team plus."
conversation_2156.wav, More people are docking in your area now.  Call 0909-020-4448 and join like-minded guys.  Why not arrange one yourself?  There's one this evening.  8-pound 1.50-min APN-LS278-BB.
conversation_2182.wav," You have won a guaranteed 200 pounds award or even £1,000 cash to claim you are award call free on 080-040-7165-18 plus, 2 stop gets top on 88,222 HP."
conversation_22.wav," Hello Sir, I am from GeocustomerCare in 23 hours your sim will be closed.  Do you want to activate it?"
conversation_2266.wav," Urgent. Your mobile no-one a 2,000-pounds bonus call or prize on February 6, O3.  This is the second attempt to reach you. Call 0906-636-2220."
conversation_2272.wav, Sexy singles are waiting for you.  Text your age followed by your gender as with or M or FE.G.203F.  For game and text your age followed by AGG-23G.
conversation_2275.wav," Free message, claim were 250 SMS messages text okay to 84,000 and 25 now, use web 2 mobile 2 or mates etc.  Join text 250.com for 1.50p slash WK."
conversation_2289.wav," Well done England. Get the official poly-ringtone or color flag on your mobile.  Text tone or flag to 84,199 now.  Opt out text angstop. Box 39822W1111WX1 pound and 50 pants."
conversation_2294.wav," Final chance.  Claimer 150 pounds worth of discount vouchers today.  Texts yes to 85,000 and 23 now.  Savamab, member offers mobile.  TCS Savamab Pobox 84, M263 Us.  3-Pounce sub-16."
conversation_2295.wav," Private. Your 2004 Account Statement for 0774-267-6969-0786 Unredeemed Bonus Points.  To claim call 0871-918-0248 Identifier Code, 45239 expires."
conversation_23.wav," Hello Sir, I am from AirTell Customer Care in 23 hours your sim will be closed.  Do you want to activate it?"
conversation_2300.wav," SMS services. For your inclusive text credits,  PLS go to www.comuk.net login equals unsubscribe with stop.  No extra charge."
conversation_2309.wav," Free 2 day sexy St. George's Day Pick of Jordan, Text Pick to 89,000 and 80 don't miss out, then every WK is saucy slip, for more pixie pocketbaped.co.uk-080-702411-82716-Pound-3-slash-WK."
conversation_2313.wav," You are a winner you have been specially selected to receive 1,000 pounds cash or a 2,000 pounds award.  Speak to a live operator to claim Call 087123022209-M7PM Cost 10p."
conversation_2315.wav," Sunshine Halls.  To claim were met holiday-sandestamped self-address enveloped to drinks on us UK,  Pobox 113 Bray, Wicklow, Aira.  Quiz Start Saturday.  Unsubstop."
conversation_2319.wav," You can win 100 pounds of music gift vouchers every week starting now text the word draw to 87,000 and 66 TSCSWWWW.idw.com scale game, one win or eq, h16.  150p per mess subscription."
conversation_2324.wav," Plus 123 congratulations, in this week's competition draw you have won the 1,450 pounds prize to claim just call 0905,000, 231-1b428703.  TNCS Lash Stop SMS-0871-872-7868.  Over 18-only 150 ppm."
conversation_2333.wav, Your B4 you've out your with C27 slash 03 is Marsams.  Log onto www.b4utella.com for discount credit.  To opt out reply stop.  Customer Care Call 0871-716-8528.
conversation_2345.wav," Free message, hey, I'm Buffy. 25 and love to satisfy men.  Home Alone Feeling Randy.  Reply to see my picks.  QLYN NVV Helps 080-870-62170-1550-PA-Message Sense stop to stop TXTS."
conversation_2346.wav," Sunshine Halls.  To claim were met holiday-sandestamped self-address enveloped to drinks on us UK,  Pobox 113 Bray, Wicklow, Aira.  Quiz Start Saturday.  Unsubstop."
conversation_2360.wav," Free for first week. No one nokey atone for your mob every week just text nokey ato 87,000 and 77 get texting and tell your mates.  ZPO box 36504-W45WQ-Norm 150p slash tone 16 plus."
conversation_2370.wav," Shop till you drop, I said you, either 10k, 5k, 500 pounds cash or 100 pounds travel voucher,  call now, 0906-401-10000.  NTT Popox CR01327BT Fixed Line Cost 150 PPM Mobile Vary."
conversation_2389.wav, Free camera phones with line rental from 4.49 slash month with 750 cross anti-W payments.  One-half price text bundle deals also available.  Call 080-195-0382.
conversation_24.wav," Hello Sir, I am from Idea customer care in 23 hours your sim will be closed.  Do you want to activate it?"
conversation_2407.wav," Urgent. Your Mobile No 07XXXXXXXXXXX-1-a-2000 Pounce Bonus Color Prize on February 6, O3.  This is the second attempt to reach you. Call 0906-6-636-2231-ASAping.  Box 97N7QP, 150PPM."
conversation_2409.wav," Urgent. Your four-esterest cost-a-dale soul holiday or 5,000 pounds of weight collection.  Call 0905-009-00444 now to claim.  SAE-TCS, PO Box 334, Stockport, SK38XH, cost-pound 1.50 slash PM, max 10 minutes."
conversation_2420.wav," You have won a guaranteed £1,000 cash or a £2,000 prize.  To claim your prize call our customer service representative on 0871-471-2379 between 10AM to 7pm cost 10pm."
conversation_2424.wav," Thanks for your ringtone order, Reft number K-718.  Your mobile will be charged for Pounce and 50 Pence.  Should your tone not arrive please call customer services on 0906-506-920."
conversation_2448.wav," Thanks for your ringtone order, ref number R836.  Your mobile will be charged for pounds and 50 pence.  Should your tone not arrive please call customer services on 0906-506-9154."
conversation_2459.wav," Splash Mobile, choose from 1000s of GRE tones each WK.  This is a subscription service with weekly tones costing 300p.  You have one credit, kick back and enjoy."
conversation_2464.wav," Free entry into our £250 weekly comp just send the word enter to 88,87 now.  AT&T and CWWWW.text comp.com"
conversation_2486.wav, Had your mobile 11MTHS?  Update for free to oranges latest color camera mobiles and unlimited weekend calls.  Call Mobile 080-080-830-9402.
conversation_2491.wav, You have one new message.  Please call 0871-873-8034.
conversation_2493.wav," Hi, this is your mailbox messaging SMS alert.  You have four messages.  You have 21 matches.  Please call back on 0905-624-2159 to retrieve your messages and matches."
conversation_2496.wav," Congrats. One year special cinema pass for two is yours. Call 0906-120-9465 now.  See Superman V, Matrix 3, Star Wars 3, etc. All 4-free. Vx420-IP4-5-We. 150-PM-don't miss out."
conversation_25.wav," Hello Sir, I am from Vodafone customer care in 23 hours your sim will be closed.  Do you want to activate it?"
conversation_2504.wav," When a year supply of CDs for a store of or choice worth 500 pounds and enter our 100 pounds weekly draw text music to 87,000 and 66TS and CSWWWW.com sub 16 plus one win 150 ppm x3."
conversation_2505.wav, Mobilepubquiz.wina 100 pounds high-street prize if you know who the new Duchess of Cornwall will be.  Text her first name to 82277.onsupps.1 pound and 50 pence 008704050606 SP Arrow.
conversation_2507.wav," You have one in Nokia 7250i. This is what you get when you win our free auction.  To take parts and Nokia 286,000 and 21 now.  HG slash sweet 342 slash 2 Lanzro slash W1JH L16+."
conversation_2508.wav," Congratulations. Thanks to a good friend you have won the 2,000 Pounds Christmas Prize.  Two claim is easy, just call 0871-872-6971 now. Only 10p per minute.  B.T. National Rate."
conversation_2523.wav," Urgent. Your mobile number 1 at 2,000 pounds bonus call or prize on October 6,03.  This is the second attempt to reach you. Call 0906-636-875-3ASAB. Box 97N7QP-150PPM."
conversation_253.wav," Congratulations, you are awarded 500 of CD vouchers or 125 gift guaranteed and free entry to 100 WKL-WI-DRAW text music to 87,000 and 66T and CSWWWW.L-DRAW.com 1-1-1-5-0-PP-MX-3-H-1-6."
conversation_2538.wav," Wements and TXTS on Orange or One-half price line rental, Motorola and Sony Ericsson with B slash tooth free Nokia free call mobile update on 0808083-9402 or two opt-out slash HB90."
conversation_2547.wav," Download as many ringtones as you like no restrictions, 1,000s to choose.  You can even send two year buddies.  Texts Sir 280,082 £3."
conversation_2549.wav, Please call 0871-2402902 immediately as there is an urgent message waiting for you.
conversation_2555.wav," Spook up your mob with a Halloween collection of a logo and pick message plus a free eerie tone,  text card spook to 8000 and 700080801417012150P per logo slash pick."
conversation_2559.wav," Fantasy football is back on your TV. Go to Sky Game Star on Sky Active and play 250,000  pound stream team. Scoring starts on Saturday, so register now, Sky Opt out to 88,000 and 88."
conversation_2578.wav," Someone has contacted our dating service and entered your phone because they fancy you.  To find out who it is call from a landline 0905-809-802.  Pobox 1, W14RG 150P."
conversation_2594.wav," Babe, you want me don't you baby?  I'm Nasty and have a thing for filthy guys.  Fancy a rude time with a sexy bitch.  How about we go slow and hard?  Texturplex slow, for MSGS."
conversation_26.wav," Hello Sir, I am from BSNL customer care in 23 hours your sim will be closed.  Do you want to activate it?"
conversation_2617.wav," Valentine's Day special.  When over £1,000 in our quiz and take your partner on the trip of a lifetime.  Send go to 83,600 now.  150p slash message RCVD.  RCVDUST CARES 08718720201."
conversation_262.wav, We try to contact you or you reply to our offer of a video handset.  750 anytime networks mince.  Unlimited text.  Camcorder.
conversation_267.wav," Hey, I am really horny want to chat or see me naked text hot to 69,698 text charged at 150pm to unsubscribed text stop 69,698"
conversation_2681.wav, winner. As a valued network customer you have even selected to receive a 900-pounds reward.  To collect call 0906-170-1444. Valid 24 hours only. ACL-035-3015-0PM.
conversation_2698.wav, Hello Sir I am from Payton. Your KYC is finished with Payton. Will you get KYC done?
conversation_27.wav," Hello Sir, I am from MTNL customer care in 23 hours your sim will be closed.  Do you want to activate it?"
conversation_2709.wav," Hello sir, I am speaking from Payton. Have you ever had KYC, if not done, please get it done."
conversation_271.wav, Your ringtone service has changed.  25 free credits.  Go to clubformobles.com to choose content now.  Stop.
conversation_2710.wav," Sir, I'm speaking through phone pu have received a cashback of 5,000 Indian Rupees.  Why haven't you received yet?  For receive a tell us about your bank account number."
conversation_2711.wav," Sir, give me your ATM number."
conversation_2712.wav," Hello sir, you are ending ATM card validity today.  Please turn it on."
conversation_2713.wav," Hello Sir, I am speaking from SPI Bank.  You want to open a new account.  So please share your IOT hard number with us."
conversation_2714.wav," Hello Sir, I am speaking from SPI Bank.  5,000 Indian Rupees has been deducted from your account.  Please share your account number to withdraw it."
conversation_2715.wav," Sir, I am speaking from Isasai Bank.  Do you want to open your new account?"
conversation_2716.wav," Hello Sir, I am speaking from ISSI Bank.  Your ATM card date has expired.  Please share your IOT hard number to run a new ATM card."
conversation_2717.wav," Sir, I can know your other card number."
conversation_2718.wav," Sir, can I know your account number?"
conversation_2719.wav," Sir, I can know your CVV pin."
conversation_2720.wav," Sir, I can know your ATM card number."
conversation_2721.wav," Hello Sir, I am talking to the insurance company.  A new offer has come, would you like to take?"
conversation_2722.wav," Hello sir, I am talking to Lick. A new policy has come. Would you like to have it?"
conversation_2723.wav," Brother, how are you?  I am speaking, value.  Will you give me your ATM card?"
conversation_2724.wav," Hello, yes brother. I am speaking Vimal. What are you doing?  Hey, I wanted your ATM card. Will you?"
conversation_2725.wav," Hello, friend. I am speakingvimal.I wanted your bank account number.  There was some work."
conversation_273.wav," Ringtone Club, get the UK singles chart on your mobile each week and choose any top quality  ringtone.  This message is free of charge."
conversation_28.wav," Hello sir, I am from GeocustomerCare in 23 hours your sim will be deactivate.  Do you want to activate it?"
conversation_2816.wav," Hello, I am a military man. I need some help from you. We'll help me."
conversation_2817.wav," Hello, I am from Maharashtra Police.  Your account number has been hacked.  Please share your account number with me."
conversation_2818.wav," Hello, I am from Mumbai Police. Your mobile number is used in crime. Please share the data."
conversation_2819.wav," I am from Isasai Bank.  You have received an offer.  To avail this, a 4-digit OTP has been placed on your mobile number.  Please share OTP with me."
conversation_2846.wav," Hello Sir, I am from HDFCBank."
conversation_2847.wav," Hello sir, I am from Kodak Mahindra Bank Bank."
conversation_2848.wav," Hello sir, I am from SB I-Bank."
conversation_2849.wav," Hello sir, I am from Bank of Bruda."
conversation_2850.wav," Hello Sir, I am from Corporation Bank."
conversation_2851.wav," Hello Sir, I am from Punjab National Bank."
conversation_2852.wav," Hello sir, I am from Payton Bank."
conversation_2853.wav," Hello sir, I am from Isisai Bank."
conversation_2854.wav," Hello sir, do you want to make your license from home?"
conversation_2855.wav," Dear 7977XXXX34, when first prize of two Rupees locks.  Create your team for iNDVSN first ODI on Peyton first games and when up to 10 Rupees C  are click M. Peyton.me slash FNPTTNC."
conversation_29.wav," Hello Sir, I am from AirTell Customer Care in 23 Hours Your Sim will be deactivate.  Do you want to activate it?"
conversation_2946.wav," Free MSG you have been awarded a free mini digital camera, just replace an app to collect your price.  Quiz Club opt-out.  Stop 80122300P slash WKSP RWMPH087040506."
conversation_2948.wav, This message is brought to you by GMW Limited and is not connected to the...
conversation_2964.wav," Congrats to Mobile 3G video phones are yours.  Call 0906-345-8130 now.  Video chat with or mates, play Java games,  float-pollipage music, no-lean rental.  BX420.  IP4.  5-150p."
conversation_2965.wav," Your next amazing triple x-pix-free one video will be sent to you enjoy.  If one VID is not enough for two day text back, the key word picks free one to get the next video."
conversation_2971.wav," You are subscribed to the best mobile content service in the UK for three pounds per 10 days until you send stop to 83,435."
conversation_2973.wav," 3-free tarot texts. Find out about your love life now. Try 3-free.  Text chance to 85,555-16 only."
conversation_2985.wav," Sunshine Quiz WKLWIQ.  When a top Sony DVD player if you know which country Liverpool played in midweek,  Textons are 282,277.  One-pound and 50-pens SP Tyrone."
conversation_30.wav," Hello sir, I am from Idea customer care in 23 hours your sim will be deactivate.  Do you want to activate it?"
conversation_3001.wav," Knock knock text who's there to 80,082 to enter are weekly draw 4 at 250 pounds gift voucher for a store of your choice.  TNCSWWWW.tkLS.com age 16 to stop stop pound 1.50 slash week."
conversation_3014.wav, Free ringtone just text polys to 87131. Then every week get a new tone.  087073737910216YRS only pound 1.50 slash WK.
conversation_3029.wav," Your guaranteed the latest Nokia phone, a 40GB iPod MP3 player or a 500-pounds prize.  Text word, collect to know, 83355.  I BHLTD LDNW15H150p slash MTMSGRCBD18."
conversation_3050.wav," Hello darling how are you today?  I would love to have a chat, why don't you tell me what you look like and what you are into sexy?"
conversation_3051.wav," 8,000 and 7 free for first week.  No one Nokia tone for your mob every week just text Nokia to 8,000 and 7 get texting and tell your mates  www.gets.co.uk.co box 36504-W45WQ-Norm 150p slash tone 16 plus."
conversation_3056.wav," Want to get late tonight?  Want real docking locations sent direct to our mobile?  Join the UK's largest docking network.  Text Park to 69,696 now.  NYT.  EC2A.  3LP pound 1.50 slash message."
conversation_3057.wav, We try to contact your response to our offer of a new Nokia phone and camcorder hit reply or call 080-09093-0705 for delivery.
conversation_3067.wav," New tones this week include, one, Macfly all about, two, Sarah Jorge shock.  Three, we'll Smith switch.  To order follow instructions on next message."
conversation_3073.wav, Urgent. We are trying to contact you today's draw shows that you have 1-800 pounds prize guaranteed.  Call 09050-3091 from landline.  Valid 12HR S-Only.
conversation_3078.wav," urgent urgent. We have 800 free flights to Europe to give away, call B410-Sept and take a  friend for free. Call now to claim on 0905-000-0555.  BA-128-N-N-FWF-L-Y150-PPM."
conversation_308.wav," The mob checkout our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky textwap to 82,468."
conversation_3084.wav," From 88,066 loss 12 pounds help."
conversation_3090.wav," Free message, Fancy of Lured.  Reply date now and join the UK's fastest growing mobile dating service.  MSGSRCVD just 25P to opt out text stop to 83,021.  Reply date now."
conversation_3093.wav," Great new offer, double mince and double text on best orange tariffs and get latest camera  phones for free.  Call Mobile Up 8-3 on 080-080-830-9402-0.  Or two stops TNCS."
conversation_3096.wav," Hope you enjoy your new content.  Text stop to 61,600 and 10 to unsubscribed.  Help 08712406024502450P provided by Toams2U.co."
conversation_31.wav," Hello sir, I am from Vodafone customer care in 23 hours your sim will be deactivate.  Do you want to activate it?"
conversation_311.wav," Thank you, smart.  When 200 pounds this week in our weekly quiz, text play to 85,222 now, TNCS Winners Club  Popo Box 84 M263 Us 16 Plus GBP 1.50 Slash Week"
conversation_3113.wav," Urgent please call 0906-661-2661 from landline.  5,000 pounds cash or luxury for asterisk canary island's holiday await collection.  TNCS SAE Award.  20M 12AQ 150 PPM.  16+."
conversation_3114.wav," Urgent. Please call 0906-661-2661 from your landline, your complementary for  esterous-lux cost-a-dale sole holiday or £1000 cash-a-weight collection.  VPN-150 SAET-NCS-James-28-S-74-R."
conversation_3126.wav," I don't know you and you don't know me.  Send chat to 86,688 now and let's find each other.  Only 150p slash message rcvd."
conversation_3151.wav, married local women looking for a discrete action now.  5 real matches instantly to your phone.
conversation_3154.wav," Burger King, one-a-play-foot-y at a top stadium.  Get to Burger King before first-sept and go large or super with Coca-Cola and walk out a winter."
conversation_3158.wav, How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
conversation_3163.wav," For your chance to win a 250-pounds cache every WK text, action to 80,600 and 8.  T's and C's WWW. MovieTrivia.TVCust CARE 0871, 240, 5022, 1x150p slash WK."
conversation_3175.wav, You've been awarded 50 pounds to play for instant cash.  Call 0-871-520-3028 to claim.  Every 9th player wins men 50 to 500 pounds.  Opt out 0-871-872-780.
conversation_3188.wav," Free message-fave Christmas tones, reply real."
conversation_3192.wav, December only. Had your mobile 11 MTHS plus. You are entitled to update to the latest  color camera mobile for free. Call the mobile update co-free on 080-298-6906.
conversation_32.wav," Hello sir, I am from BSNL customer care in 23 hours your sim will be deactivate.  Do you want to activate it?"
conversation_3202.wav," GR8 polytones for all mobs direct to URPLY with polytidal to 8,000 and 7 EG polybreath  one titles, crazy and, sleeping with, finest, ymcagets.coUKPO box 36504W45WQ300P."
conversation_3205.wav," Interflora, it's not too late to order Interflora flowers for Christmas call 080505060 to place your order before midnight tomorrow."
conversation_3207.wav, Everyone around should be responding well to your presence since you are so warm and outgoing.  You are bringing in a real breath of sunshine.
conversation_3210.wav," Congratulations, thanks to a good friend you have won the 2,000 Pounds Christmas Prize.  Two claim is easy, just call 0871-210-3738 now.  Only 10p per minute.  B.T. National Rate."
conversation_3214.wav," Send a logo to or lover, two names joined by a heart.  Text Love Name 1 name 2 Mob No EG Love Adam Eve 0 712, 345, 6 789 to 87,077 YahooPoBox 36504W45WQ  Text N04 no adds 150p."
conversation_3218.wav," You've won TKTS to the Euro 2000 and 4 Cup Final or 800 Pounce Cash, to collect Call 0905, 809, 9801b410604,  Pabok 7876150 PPM."
conversation_3232.wav," Free message, Jamster, get the crazy frog sound now.  For Polytext Mad 1, for Real Text Mad 2 to 88888.  6 crazy sounds for just 3GB P-slash week.  16 plus only.  T-N-C's apply."
